NAME	DESCRIPTION	SMARTA_GITR_KO_1_htsqct	SMARTA_GITR_KO_2_htsqct	SMARTA_GITR_KO_3_htsqct	SMARTA_GITR_WT_1_htsqct	SMARTA_GITR_WT_2_htsqct	SMARTA_GITR_WT_3_htsqct
1600014C10Rik	1600014C10Rik	80.9854340438924	92.7835488933916	84.7240199444138	86.8888990271902	89.3229880077072	87.8247963385553
1700017B05Rik	1700017B05Rik	44.1209227125551	57.8950542912044	49.0072841530435	57.3182555137713	46.847144218262	57.1476770567469
1700019G17Rik	1700019G17Rik	14.7312431719037	11.202967203846	13.1357070215372	12.0373698436311	11.436861499294	11.7475925008932
1700020I14Rik	1700020I14Rik	61.7159001419294	48.2067073620042	69.0592377006552	69.1679603487043	70.1607465052843	70.2547071177871
1700021K19Rik	1700021K19Rik	22.8856051253792	25.539631527649	24.9552626519184	24.69135328727	23.4785570201853	23.8286319505017
1700037H04Rik	1700037H04Rik	12.4014254709107	14.3888926091356	11.8195556303812	11.5011841044939	11.6568011435112	11.7988920314648
1700052N19Rik	1700052N19Rik	35.8937539559235	32.3293086208891	35.5360875612116	34.1550315830424	34.2555995868277	36.2174685835397
1700066M21Rik	1700066M21Rik	15.9689588255562	10.0278307838622	14.0389481723305	14.8523449741016	15.3407901841492	16.5440986093365
1700097N02Rik	1700097N02Rik	20.3859048836888	22.4320485503584	21.0584222584958	20.5895323828701	19.2997037800586	18.5960798321999
1700123O20Rik	1700123O20Rik	44.3150741876378	48.8856750713282	47.3298363015702	44.5034163483912	42.2009192341738	43.6046009858481
1810009A15Rik	1810009A15Rik	19.973332999138	31.1541722009052	26.0391520328704	20.5895323828701	18.9423018582057	25.4958666940783
1810013L24Rik	1810013L24Rik	73.8018294658306	67.5050587924057	75.2012775260499	68.4977281747828	74.6970016672639	73.9226235536555
1810022K09Rik	1810022K09Rik	35.5782578089141	34.8362663168546	30.710199126973	27.0773798264308	28.7571084813979	28.5994882936592
1810026B05Rik	1810026B05Rik	67.4433686568705	52.5938833299439	54.4783448378487	58.9804313050967	54.9574185987709	56.76293057746
1810026J23Rik	1810026J23Rik	50.6492660622126	51.6276600512905	48.4395325725448	49.2486601397557	50.366178525737	50.3504892560117
1810030O07Rik	1810030O07Rik	91.8579166485264	85.86330108682	87.5369709568844	84.0739238967197	89.0755559079629	87.5682986856974
1810032O08Rik	1810032O08Rik	10.9210204734047	10.5762277798547	10.4001766791346	10.4020033392625	10.1172236339908	9.59301221688659
1810037I17Rik	1810037I17Rik	87.3196259184671	93.9064570280429	87.872460527179	91.017529218547	70.6281182492459	87.5682986856974
1810058I24Rik	1810058I24Rik	37.9808823130631	52.9594813272722	38.9942108242489	36.0316816700227	35.7126997297666	34.704132431678
2010016I18Rik	2010016I18Rik	105.836822854484	130.179001191544	97.4726236156109	103.457038366531	121.02178923051	82.0279493839661
2010107E04Rik	2010107E04Rik	81.9561914193061	68.88910835372	67.8205069795673	67.5057845573789	60.6758493484179	66.920237630634
2010111I01Rik	2010111I01Rik	58.0027531809717	63.9274212471215	53.1363865566701	62.036690018179	58.1190509843931	59.0970592184671
2010315B03Rik	2010315B03Rik	16.3087239069511	10.0278307838622	15.0712237732372	14.0480663653958	15.0108807178234	15.7233061201911
2210016F16Rik	2210016F16Rik	63.1477672706646	73.1457136083282	60.6203846632433	56.0850283137556	59.4936737607505	58.250616964036
2210016L21Rik	2210016L21Rik	31.2098496195522	41.4953726967631	33.6005708095116	33.83332013956	34.0356599426105	32.3956535559566
2210018M11Rik	2210018M11Rik	55.0419431859598	63.1701111097986	56.4396684795714	58.4978641398732	63.5900496342957	59.2509578101819
2210404O09Rik	2210404O09Rik	13.8090236652606	9.42720550253711	13.0582863514692	12.439509147984	14.5160165183347	13.9278225501856
2310001H17Rik	2310001H17Rik	70.6225990613505	74.2163934576468	67.8463138695899	55.0662754093948	64.2773610224744	53.8645071001653
2310003H01Rik	2310003H01Rik	13.906099402802	15.6684855997847	11.9485900804945	12.439509147984	12.3166200761628	13.0813802957544
2310011J03Rik	2310011J03Rik	48.9989785240092	58.2084240032001	45.0072161995302	45.7098342614499	44.3728232208185	46.2978263408564
2310015A10Rik	2310015A10Rik	8.03301728154881	10.7590267785188	10.2195284489759	9.35644114794489	10.2546859116266	6.72023850487777
